name_icelandic,name_english,tag_icelandic,tag_english,url,domain,final_url,final_domain,redirect_count,redirect_codes,mx,ns,a,spf,hosting_asn,hosting_org,final_mx,final_ns,final_a,final_spf,final_hosting_asn,final_hosting_org,email_provider,dns_category,hosting_category,final_email_provider,final_dns_category,final_hosting_category,redirect_status
Framhaldsskólinn á Húsavík,College in Húsavík,,,https://www.fsh.is/,fsh.is,,,0,,fsh-is.mail.protection.outlook.com,ns1.stefna.is; ns2.stefna.is; ns3.stefna.is,52.49.138.181,v=spf1 include:spf.protection.outlook.com include:_spf.email.stefna.is include:_spf.samvirkni.is -all,16509,AMAZON-DUB,,,,,,,Microsoft 365,Local (.is),AWS,,,,No redirect
Forsætisráðuneyti,Prime Minister's Office,,,https://www.stjornarradid.is/raduneyti/forsaetisraduneytid/,stjornarradid.is,,,0,,funi.stjr.is; neisti.stjr.is,adel.ns.cloudflare.com; wesley.ns.cloudflare.com,8.47.69.2; 8.6.112.2,v=spf1 mx include:spf.protection.outlook.com -all,13335,LPL-141-CLOUD14-8-47-69,,,,,,,Microsoft 365,Cloudflare,Other,,,,No redirect
Flensborgarskóli,Flensborg Upper-Secondary School,,,http://flensborg.is/,flensborg.is,,,1,302,flensborg-is.mail.protection.outlook.com,dell.netvistun.is; dell2.netvistun.is,52.49.138.181,v=spf1 +a +mx ip4:82.148.68.206 ip4:212.30.230.100 ip4:212.30.230.101 ip4:82.221.36.135 ip4:212.30.229.29 ip4:212.30.229.30 a:inna.smtp.hysing.is include:spf.protection.outlook.com include:inna.is include:_spf.email.stefna.is -all,16509,AMAZON-DUB,,,,,,,Microsoft 365,Local (.is),AWS,,,,No redirect
Fjölbrautaskólinn í Garðabæ,Gardabaer Comprehensive Secondary School,,,https://www.fg.is/,fg.is,,,0,,fg-is.mail.eo.outlook.com,ns0.1984.is; ns1.1984.is; ns1.1984hosting.com; ns2.1984.is; ns2.1984hosting.com,54.76.32.59,v=spf1 include:spf.inna.is include:_spf.email.stefna.is include:spf.protection.outlook.com ip4:46.22.99.0/24 -all,16509,AMAZON-2011L,,,,,,,Microsoft 365,Local (.is),AWS,,,,No redirect
Fjölbrautaskólinn í Breiðholti,Breidholt College,,,https://www.fb.is/,fb.is,,,0,,fb-is.mail.protection.outlook.com,ns0.1984.is; ns1.1984.is; ns1.1984hosting.com; ns2.1984.is; ns2.1984hosting.com,100.24.208.97; 35.172.94.1,v=spf1 include:spf.protection.outlook.com ip4:82.148.67.162 ~all,14618,AMAZON-IAD,,,,,,,Microsoft 365,Local (.is),AWS,,,,No redirect
Fjölbrautaskólinn við Ármúla,Ármúli ­Comprehensive Secondary School,,,https://www.fa.is/,fa.is,,,0,,fa-is.mail.protection.outlook.com,forwarding00.isnic.is; forwarding01.isnic.is,52.49.138.181,v=spf1 include:spf.protection.outlook.com include:inna.is include:_spf.email.stefna.is include:mail.fa.is -all,16509,AMAZON-DUB,,,,,,,Microsoft 365,Local (.is),AWS,,,,No redirect
Fjölbrautaskóli Vesturlands,Comprehensive Secondary School of West Iceland,,,https://www.fva.is/,fva.is,,,1,301,fva-is.mail.protection.outlook.com,ns-1137.awsdns-14.org; ns-1540.awsdns-00.co.uk; ns-215.awsdns-26.com; ns-743.awsdns-28.net,93.95.229.15,v=spf1 include:spf.protection.outlook.com -all,44925,THE-1984-VPS1-NET,,,,,,,Microsoft 365,AWS,Local (.is),,,,No redirect
Fjölbrautaskóli Suðurnesja,Suðurnes Comprehensive College,,,https://www.fss.is/,fss.is,,,0,,fss-is.mail.eo.outlook.com,ns0.1984.is; ns1.1984.is; ns1.1984hosting.com; ns2.1984.is; ns2.1984hosting.com,52.19.46.82,v=spf1 include:spf.protection.outlook.com include:spf.inna.is include:_spf.thekking.is include:_spf.email.stefna.is -all,16509,AMAZON-DUB,,,,,,,Microsoft 365,Local (.is),AWS,,,,No redirect
Fjölbrautaskóli Suðurlands,South Iceland College,,,https://www.fsu.is/,fsu.is,,,0,,fsu-is.mail.protection.outlook.com,ns0.1984.is; ns1.1984.is; ns1.1984hosting.com; ns2.1984.is; ns2.1984hosting.com,52.49.138.181,v=spf1 include:spf.protection.outlook.com a:fsu4.fsu.is a:smtp.fsnet.is include:_spf.email.stefna.is include:inna.is -all,16509,AMAZON-DUB,,,,,,,Microsoft 365,Local (.is),AWS,,,,No redirect
Fjölbrautaskóli Snæfellinga,Snæfell Comperhensive Secondary School,,,https://www.fsn.is/,fsn.is,,,0,,fsn-is.mail.protection.outlook.com,ns0.1984.is; ns1.1984.is; ns1.1984hosting.com; ns2.1984.is; ns2.1984hosting.com,54.76.32.59,v=spf1 include:_spf.mlsend.com include:spf.protection.outlook.com include:spf.inna.is ip4:54.77.215.155 ip4:185.174.176.13 include:_spf.email.stefna.is -all,16509,AMAZON-2011L,,,,,,,Microsoft 365,Local (.is),AWS,,,,No redirect
Fjölbrautaskóli Norðurlands vestra,College of Northwest Iceland,,,https://www.fnv.is/,fnv.is,,,0,,fnv-is.mail.protection.outlook.com,dell.netvistun.is; dell2.netvistun.is,54.76.32.59,v=spf1 ip4:178.248.17.136 ip4:178.248.17.137 ip4:178.248.17.138 ip4:178.248.17.135 ip4:82.148.71.130 ip4:178.248.16.8 include:spf.protection.outlook.com include:spf.inna.is a:relay.premis.is include:_spf.email.stefna.is -all,16509,AMAZON-2011L,,,,,,,Microsoft 365,Local (.is),AWS,,,,No redirect
Fjármála- og efnahagsráðuneytið,Ministry of Finance and Economic Affairs,,,https://www.stjornarradid.is/raduneyti/fjarmala-og-efnahagsraduneytid/,stjornarradid.is,,,0,,funi.stjr.is; neisti.stjr.is,adel.ns.cloudflare.com; wesley.ns.cloudflare.com,8.47.69.2; 8.6.112.2,v=spf1 mx include:spf.protection.outlook.com -all,13335,LPL-141-CLOUD14-8-47-69,,,,,,,Microsoft 365,Cloudflare,Other,,,,No redirect
Fjarðabyggð,Fjarðabyggð,,,https://www.fjardabyggd.is/,fjardabyggd.is,,,0,,fjardabyggd-is.mail.protection.outlook.com,ns01.t.is; ns02.t.is,52.49.138.181,v=spf1 ip4:80.248.30.97/32 ip4:79.171.96.117/32 include:spf.protection.outlook.com include:spf.exclaimer.net include:_spf.wise.is include:_spf.umsja.is -all,16509,AMAZON-DUB,,,,,,,Microsoft 365,Local (.is),AWS,,,,No redirect
Fjallabyggð,Fjallabyggð,,,https://www.fjallabyggd.is/,fjallabyggd.is,,,0,,fjallabyggd-is.mail.protection.outlook.com,a.hysing.is; b.hysing.is; c.hysing.is,52.19.46.82,v=spf1 ip4:212.30.232.39 ip4:79.171.96.117 include:spf.hysing.is include:spf.protection.outlook.com include:_spf.email.stefna.is include:smtp.wise.is include:spf-eu.exlibrisgroup.com -all,16509,AMAZON-DUB,,,,,,,Microsoft 365,Local (.is),AWS,,,,No redirect
Fangelsismálastofnun,Prison and Probation Administration,,,https://www.fangelsi.is/,fangelsi.is,,,0,,fangelsi-is.mail.protection.outlook.com,ns1.simnet.is; ns2.simnet.is; ns3.simnet.is,54.154.122.174,v=spf1 include:_spf.vist.is include:spf.protection.outlook.com ~all,16509,AMAZON,,,,,,,Microsoft 365,Local (.is),AWS,,,,No redirect
Dómsmálaráðuneytið,Ministry of Justice,,,https://www.stjornarradid.is/raduneyti/domsmalaraduneytid/,stjornarradid.is,,,0,,funi.stjr.is; neisti.stjr.is,adel.ns.cloudflare.com; wesley.ns.cloudflare.com,8.47.69.2; 8.6.112.2,v=spf1 mx include:spf.protection.outlook.com -all,13335,LPL-141-CLOUD14-8-47-69,,,,,,,Microsoft 365,Cloudflare,Other,,,,No redirect
Dalvíkurbyggð,Dalvíkurbyggð,,,https://www.dalvikurbyggd.is/,dalvikurbyggd.is,,,0,,eu-esec-01.heimdalsecurity.com; eu-esec-02.heimdalsecurity.com,ns0.vist.is; ns1.vist.is; ns2.vist.is,52.49.138.181,"v=spf1 mx include:_spf.vist.is ip4:157.157.11.2 ip4:157.157.11.4 ip4:93.95.228.244 ip4:216.147.218.9 ip4:137.135.249.44 include:_spf.email.stefna.is a:relay.hysing.is a:mail.umsja.is ip4:213.167.135.131 include:spf.protection.outlook.com include:spf-eu.ex"" ""librisgroup.com include:spf-esec.heimdalsecurity.com -all",16509,AMAZON-DUB,,,,,,,Microsoft 365,Local (.is),AWS,,,,No redirect
Byggðastofnun,The Icelandic Regional Development Institute,,,https://www.byggdastofnun.is/,byggdastofnun.is,,,0,,byggdastofnun-is.mail.protection.outlook.com,ns1.simnet.is; ns2.simnet.is; ns3.simnet.is,52.49.138.181,v=spf1 include:_spf.vist.is include:spf.protection.outlook.com mx ip4:79.171.99.0/24  ~all,16509,AMAZON-DUB,,,,,,,Microsoft 365,Local (.is),AWS,,,,No redirect
Borgarbyggð,Borgarbyggð,,,https://www.borgarbyggd.is/,borgarbyggd.is,,,1,308,borgarbyggd-is.mail.eo.outlook.com,dns3.midja.is; dns4.midja.is,76.76.21.21,v=spf1 ip4:213.181.113.16/29 ip4:213.181.115.56/29 ip4:178.19.53.32/29 ip4:213.181.114.39 ip4:213.181.113.208/28 include:_spf.email.stefna.is include:spf.vala.is include:spf.hysing.is include:smtp.wise.is include:spf.protection.outlook.com -all,16509,VERCEL-01,,,,,,,Microsoft 365,Local (.is),Vercel,,,,No redirect
Akraneskaupstaður,Akraneskaupstaður,,,https://www.akranes.is/,akranes.is,,,0,,akranes-is.mail.protection.outlook.com,ns1-04.azure-dns.com; ns2-04.azure-dns.net; ns3-04.azure-dns.org; ns4-04.azure-dns.info,52.19.46.82,v=spf1 include:spf.protection.outlook.com ip4:157.157.19.73 ip4:157.157.20.90 include:spf-eu.exlibrisgroup.com include:_spf.email.stefna.is include:spf.vala.is -all ,16509,AMAZON-DUB,,,,,,,Microsoft 365,Azure,AWS,,,,No redirect
Akureyrarbær,Akureyrarbær,,,https://www.akureyri.is/,akureyri.is,,,0,,akureyri-is.mail.protection.outlook.com; feedback-smtp.eu-west-1.amazonses.com,a.hysing.is; b.hysing.is; c.hysing.is,76.76.21.21,v=spf1 include:amazonses.com ~all; v=spf1 include:spf.akureyri.is include:_spf.email.stefna.is include:spf.protection.outlook.com a:aker.isnic.is a:smtp.c.is include:_spf.kjarni.is include:smtp.umsja.is -all,16509,VERCEL-01,,,,,,,Microsoft 365,Local (.is),Vercel,,,,No redirect
Reykhólahreppur,Reykhólahreppur,,,https://www.reykholar.is/,reykholar.is,,,0,,reykholar-is.mail.protection.outlook.com,ns1.snerpa.is; ns2.snerpa.is,52.49.138.181,v=spf1 include:spf.protection.outlook.com include:_spf.vist.is ip4:193.109.24.0/24 ip4:88.149.90.0/24 ip4:213.176.128.0/24 ip4:194.105.231.0/23 ip4:157.157.9.0/24 ip4:46.239.224.0/19 include:_spf.email.stefna.is -all,16509,AMAZON-DUB,,,,,,,Microsoft 365,Local (.is),AWS,,,,No redirect
Vopnafjarðarhreppur,Vopnafjarðarhreppur,,,https://vopnafjardarhreppur.is/,vopnafjardarhreppur.is,,,0,,vopnafjardarhreppur-is.mail.protection.outlook.com,a.hysing.is; b.hysing.is; c.hysing.is,185.219.149.13,v=spf1 ip4:212.30.252.106 include:spf.protection.outlook.com include:_spf.email.stefna.is include:spf.hysing.is include:spfcloud.letsignit.com -all,60690,IS-OK-20170904,,,,,,,Microsoft 365,Local (.is),Other,,,,No redirect
Ríkisendurskoðun,The Icelandic National Audit Office,,,https://rikisendurskodun.is/,rikisendurskodun.is,,,0,,rikisendurskodun-is.mail.protection.outlook.com,ns0.vist.is; ns1.vist.is; ns2.vist.is,194.144.226.50,v=spf1 include:spf.protection.outlook.com -all,12969,IS-OR-19950307,,,,,,,Microsoft 365,Local (.is),Other,,,,No redirect
"Umhverfis-, orku- og loftslagsráðuneytið","Ministry of the Environment, Energy and Climate",,,https://www.stjornarradid.is/raduneyti/umhverfis-orku-og-loftslagsraduneytid/,stjornarradid.is,,,0,,funi.stjr.is; neisti.stjr.is,adel.ns.cloudflare.com; wesley.ns.cloudflare.com,8.47.69.2; 8.6.112.2,v=spf1 mx include:spf.protection.outlook.com -all,13335,LPL-141-CLOUD14-8-47-69,,,,,,,Microsoft 365,Cloudflare,Other,,,,No redirect
Mennta- og barnamálaráðuneytið,Ministry of Education and Children,,,https://www.stjornarradid.is/raduneyti/mennta-og-barnamalaraduneytid/,stjornarradid.is,,,0,,funi.stjr.is; neisti.stjr.is,adel.ns.cloudflare.com; wesley.ns.cloudflare.com,8.47.69.2; 8.6.112.2,v=spf1 mx include:spf.protection.outlook.com -all,13335,LPL-141-CLOUD14-8-47-69,,,,,,,Microsoft 365,Cloudflare,Other,,,,No redirect
Utanríkisráðuneytið,Ministry for Foreign Affairs,,,https://www.stjornarradid.is/raduneyti/utanrikisraduneytid/,stjornarradid.is,,,0,,funi.stjr.is; neisti.stjr.is,adel.ns.cloudflare.com; wesley.ns.cloudflare.com,8.47.69.2; 8.6.112.2,v=spf1 mx include:spf.protection.outlook.com -all,13335,LPL-141-CLOUD14-8-47-69,,,,,,,Microsoft 365,Cloudflare,Other,,,,No redirect
Tilraunastöð Háskóla Íslands í meinafræði að Keldum,"Institute For Experimental Pathology, University of Iceland, Keldur",,,https://keldur.is/is,keldur.is,,,0,,mx1.hi.is; mx2.hi.is,borg.rhi.hi.is; info.rhi.hi.is,130.208.165.212,v=spf1 include:_spf.hi.is,15474,IS-HINET-C,,,,,,,Local (.is),Local (.is),Other,,,,No redirect
Vegagerðin,The Icelandic Road and Coastal Administration,,,http://www.vegagerdin.is/,vegagerdin.is,,,1,301,vegagerdin-is.mail.protection.outlook.com,nm1.vegagerdin.is; nm2.vegagerdin.is,185.147.137.88,v=spf1 ip4:185.147.137.14 ip4:185.147.137.64/27 ip4:194.144.161.0/24  include:spf.protection.outlook.com -all,211734,IS-VEGAGERDIN,,,,,,,Microsoft 365,Local (.is),Other,,,,No redirect
Veðurstofa Íslands,Icelandic Meteorological Office,,,https://www.vedur.is/,vedur.is,,,0,,vedur-is.mail.protection.outlook.com,dvalinn.rhnet.is; ns1.vedur.is; ns2.vedur.is; ns3.vedur.is,94.142.156.174,v=spf1 ip4:130.208.87.148 ip4:130.208.87.150 include:spf.protection.outlook.com include:servers.mcsv.net -all,48685,TAC-1,,,,,,,Microsoft 365,Local (.is),Other,,,,No redirect
Skorradalshreppur,Skorradalshreppur,,,https://skorradalur.is/,skorradalur.is,,,0,,skorradalur-is.mail.protection.outlook.com,ns1.netvoktun.is; ns2.netvoktun.is; ns3.netvoktun.is; ns4.netvoktun.is,185.43.30.9,v=spf1 ip4:185.43.30.9 ip4:213.181.120.149 ip4:185.43.30.8 include:spf.protection.outlook.com ~all,212771,IS-NET-20200723,,,,,,,Microsoft 365,Local (.is),Other,,,,No redirect
Matvælastofnun,Icelandic Food and Veterinary Authority,,,https://www.mast.is/,mast.is,,,0,,mast-is.mail.protection.outlook.com,dns0.midja.is; dns2.midja.is,52.49.138.181,v=spf1 include:spf.protection.outlook.com a:relay.hysing.is a:mx1.midja.is a:mx4.midja.is ip4:37.205.35.177 include:_spf.email.stefna.is -all,16509,AMAZON-DUB,,,,,,,Microsoft 365,Local (.is),AWS,,,,No redirect
Vestmannaeyjabær,Vestmannaeyjabær,,,https://www.vestmannaeyjar.is/,vestmannaeyjar.is,,,0,,vestmannaeyjar-is.mail.protection.outlook.com,ns1.bdm.microsoftonline.com; ns2.bdm.microsoftonline.com; ns3.bdm.microsoftonline.com; ns4.bdm.microsoftonline.com,52.49.138.181,v=spf1 +ip4:137.135.249.44 +ip4:85.116.80.0/27 +ip4:157.157.197.160 include:spf.protection.outlook.com include:_spf.gopro.net include:spf.hysing.is include:email.on.spiceworks.com -all,16509,AMAZON-DUB,,,,,,,Microsoft 365,Azure,AWS,,,,No redirect
Umboðsmaður Alþingis,Parliamentary Ombudsman,,,https://www.umbodsmadur.is/,umbodsmadur.is,,,0,,postur.umbodsmadur.is,ns01.t.is; ns02.t.is,40.127.136.225,v=spf1 mx a:postur.umbodsmadur.is include:spf.hysing.is include:hysing.is include:_spf.umsja.is -all,8075,MSFT,,,,,,,Local (.is),Local (.is),Other,,,,No redirect
Sveitarfélagið Ölfus,Sveitarfélagið Ölfus,,,https://www.olfus.is/,olfus.is,,,0,,olfus-is.mail.protection.outlook.com,ns1.thekking.is; ns2.thekking.is,52.19.46.82,v=spf1 include:_spf.email.stefna.is include:spf.protection.outlook.com include:spf-eu.exlibrisgroup.com a:mx1.midja.is a:mx4.midja.is ip4:37.205.35.49 ip4:178.19.52.67 ip4:54.155.19.247 -all,16509,AMAZON-DUB,,,,,,,Microsoft 365,Local (.is),AWS,,,,No redirect
Sveitarfélagið Vogar,Sveitarfélagið Vogar,,,https://www.vogar.is/,vogar.is,,,0,,vogar-is.mail.protection.outlook.com,ns1.okhysing.is; ns2.okhysing.is,54.76.32.59,v=spf1 include:spf.protection.outlook.com include:spf.hysing.is include:spf.dacoda.com ip4:194.105.232.31 include:smtp.wise.is -all,16509,AMAZON-2011L,,,,,,,Microsoft 365,Local (.is),AWS,,,,No redirect
Sveitarfélagið Hornafjörður,Sveitarfélagið Hornafjörður,,,https://www.hornafjordur.is/,hornafjordur.is,,,0,,hornafjordur-is.mail.protection.outlook.com,a.hysing.is; b.hysing.is; c.hysing.is,52.49.138.181,v=spf1 include:_spf.thekking.is ip4:213.167.138.133  include:smtp.thekking.is include:spf.protection.outlook.com include:spf.stackmail.com include:_spf.email.stefna.is ip4:82.221.39.128/25 ip4:80.248.22.107 -all,16509,AMAZON-DUB,,,,,,,Microsoft 365,Local (.is),AWS,,,,No redirect
Sveitarfélagið Árborg,Sveitarfélagið Árborg,,,https://www.arborg.is/,arborg.is,,,0,,arborg-is.mail.protection.outlook.com,ns0.1984.is; ns1.1984.is; ns1.1984hosting.com; ns2.1984.is; ns2.1984hosting.com,52.209.81.188; 52.48.55.82,v=spf1 a:postur.arborg.is a:mx4.midja.is include:spf.vala.is include:spf.protection.outlook.com ip4:37.205.37.153 ~all,16509,AMAZON-DUB,,,,,,,Microsoft 365,Local (.is),AWS,,,,No redirect
Stykkishólmsbær,Stykkishólmsbær,,,https://www.stykkisholmur.is/,stykkisholmur.is,,,0,,stykkisholmur-is.mail.protection.outlook.com,ns0.vist.is; ns1.vist.is; ns2.vist.is,52.49.138.181,v=spf1 include:spf.protection.outlook.com include:_spf.inna.is -all; v=spf1 include:spf.protection.outlook.com include:_spf.email.stefna.is -all; v=spf1 include:spf.protection.outlook.com include:_spf.wise.is -all; v=spf1 include:spf.protection.outlook.com -all; v=spf1 ip4:157.157.138.227 include:spf.protection.outlook.com -all,16509,AMAZON-DUB,,,,,,,Microsoft 365,Local (.is),AWS,,,,No redirect
Seltjarnarnesbær,Seltjarnarnesbær,,,http://www.seltjarnarnes.is/,seltjarnarnes.is,,,1,301,seltjarnarnes-is.mail.protection.outlook.com,ns01.t.is; ns02.t.is,52.49.138.181,v=spf1 include:spf.protection.outlook.com include:_spf.gopro.net ip4:217.28.184.49 ip4:80.248.30.97 a:m-out1.thekking.is include:_spf.email.stefna.is include:_spf.wise.is include:%{l}._spf.%{d} -all,16509,AMAZON-DUB,,,,,,,Microsoft 365,Local (.is),AWS,,,,No redirect
Reykjanesbær,Reykjanesbær,,,https://www.reykjanesbaer.is/is,reykjanesbaer.is,,,0,,mx-in-01.simnet.is; mx-in-02.simnet.is; mx-in.simnet.is,ns0.vist.is; ns1.vist.is; ns2.vist.is,52.49.138.181,v=spf1 ip4:80.248.30.97 include:_spf.vist.is mx include:_spf.email.stefna.is include:spf.protection.outlook.com include:smtp.umsja.is include:eu.zcsend.net include:_spf.gopro.net include:_spf.wise.is -all,16509,AMAZON-DUB,,,,,,,Microsoft 365,Local (.is),AWS,,,,No redirect
Mosfellsbær,Mosfellsbær,,,https://mos.is/,mos.is,,,0,,mos-is.mail.eo.outlook.com,boyd.ns.cloudflare.com; kinsley.ns.cloudflare.com,104.21.67.159; 172.67.177.244,v=spf1 include:spf.hysing.is include:%{l}_spf.%{d} ip4:80.248.30.97 ip4:79.171.97.166  include:spf.protection.outlook.com include:spf.svarbox.is include:_spf.wise.is -all,13335,CLOUDFLARENET,,,,,,,Microsoft 365,Cloudflare,Cloudflare,,,,No redirect
Úrskurðarnefnd velferðarmála,Welfare Appeals Committee,,,http://urvel.is/,urvel.is,,,1,301,urvel-is.mail.protection.outlook.com,dns3.midja.is; dns4.midja.is,37.205.37.41,v=spf1 include:spf.protection.outlook.com a:mx4.midja.is -all,59396,IS-TRS-20120328,,,,,,,Microsoft 365,Local (.is),Other,,,,No redirect
Umboðsmaður barna,The Ombudsman for Children,,,https://www.barn.is/,barn.is,,,0,,barn-is.mail.protection.outlook.com,dns7.midja.is; dns8.midja.is,54.154.122.174; 54.72.105.112,v=spf1 include:spf.protection.outlook.com ip4:194.105.231.27 ip4:217.171.209.5 ip4:79.171.97.180 a:postur.outcome.is include:_spf.vist.is include:_spf.gopro.net -all,16509,AMAZON,,,,,,,Microsoft 365,Local (.is),AWS,,,,No redirect
Seðlabanki Íslands,The Central Bank of Iceland,,,https://www.sedlabanki.is/,sedlabanki.is,,,1,301,mx1.sedlabanki.is; mx2.sedlabanki.is,a.hysing.is; b.hysing.is; c.hysing.is,82.221.64.128,v=spf1 mx include:spf.hysing.is a:mx1.rb.is a:mx2.rb.is include:mail.umsja.is include:spf.protection.outlook.com -all,44515,F5-v4-1,,,,,,,Microsoft 365,Local (.is),Other,,,,No redirect
Menntaskólinn við Sund,Sund Upper-Secondary School,,,https://msund.is/,msund.is,,,1,302,msund-is.mail.protection.outlook.com,ns0.1984.is; ns1.1984.is; ns1.1984hosting.com; ns2.1984.is; ns2.1984hosting.com,52.49.138.181,v=spf1 include:spf.protection.outlook.com ip4:46.22.99.2 include:spf.inna.is include:_spf.email.stefna.is -all,16509,AMAZON-DUB,,,,,,,Microsoft 365,Local (.is),AWS,,,,No redirect
Ríkissáttasemjari,State Mediator,,,https://rikissattasemjari.is/,rikissattasemjari.is,,,0,,rikissattasemjari-is.mail.protection.outlook.com,dell.netvistun.is; dell2.netvistun.is,185.219.150.121,v=spf1 ip4:178.248.17.135 ip4:185.219.150.121 mx ip4:104.40.229.156 include:spf.protection.outlook.com include:spf.exclaimer.net ~all,60690,PREMIS-IPv4-INFRA,,,,,,,Microsoft 365,Local (.is),Other,,,,No redirect
Menntaskólinn í Reykjavík,Reykjavík Junior College,,,https://mr.is/,mr.is,,,0,,mr-is.mail.protection.outlook.com,ns1.okhysing.is; ns2.okhysing.is,176.10.32.1,v=spf1 include:_spf.google.com ip4:82.148.70.67 include:inna.is include:spf.protection.outlook.com -all,48685,INFRA-OK,,,,,,,Microsoft 365,Local (.is),Other,,,,No redirect
Nýsköpunarsjóður atvinnulífsins,NSA Ventures,,,https://nyskopun.is/,nyskopun.is,,,1,301,nyskopun-is.mail.protection.outlook.com,ns-1340.awsdns-39.org; ns-1668.awsdns-16.co.uk; ns-200.awsdns-25.com; ns-683.awsdns-21.net,75.2.70.75; 99.83.190.102,v=spf1 include:spf.protection.outlook.com -all,16509,AMAZO-4,,,,,,,Microsoft 365,AWS,Other,,,,No redirect
Landmælingar Íslands,National Land Survey of Iceland,,,https://www.lmi.is/,lmi.is,https://www.natt.is/is,natt.is,2,301; 301,lmi-is.mail.protection.outlook.com,pns101.cloudns.net; pns102.cloudns.net; pns103.cloudns.net; pns104.cloudns.net,178.19.53.124,v=spf1 include:spf.protection.outlook.com ip4:178.19.53.124 include:_spf.email.stefna.is include:cloudmails.net include:_spf.gopro.net -all,44735,IS-NOVA-20100503,natt-is.mail.protection.outlook.com,pns101.cloudns.net; pns102.cloudns.net; pns103.cloudns.net; pns104.cloudns.net,178.19.53.124,v=spf1 include:spf.protection.outlook.com include:_spf.gopro.net include:_spf.vist.is a:m-out1.thekking.is a:smtp.thekking.is ip4:178.19.53.124 -all,44735.0,IS-NOVA-20100503,Microsoft 365,Other,Other,Microsoft 365,Other,Other,Internal .is redirect
Matís ohf.,Matís,,,https://www.matis.is/,matis.is,,,1,301,matis-is.mail.eo.outlook.com,ns1.okhysing.is; ns2.okhysing.is,212.30.229.31,v=spf1 include:spf.protection.outlook.com -all,44515,IS-ADVANIA,,,,,,,Microsoft 365,Local (.is),Other,,,,No redirect
Menntaskólinn að Laugarvatni,Laugarvatn Upper-Secondary School,,,https://www.ml.is/,ml.is,,,1,301,ml-is.mail.protection.outlook.com,dns3.midja.is; dns4.midja.is,77.37.37.88,v=spf1 include:spf.protection.outlook.com -all,47583,HOSTINGER-HOSTING,,,,,,,Microsoft 365,Local (.is),Other,,,,No redirect
Menntaskólinn í Kópavogi,Kópavogur Institute of Education,,,https://www.mk.is/,mk.is,,,0,,mk-is.mail.protection.outlook.com,ns0.1984.is; ns1.1984.is; ns1.1984hosting.com; ns2.1984.is; ns2.1984hosting.com,54.76.32.59,v=spf1 include:spf.protection.outlook.com ip4:82.148.67.121 include:_spf.email.stefna.is include:spf.inna.is -all,16509,AMAZON-2011L,,,,,,,Microsoft 365,Local (.is),AWS,,,,No redirect
Yfirskattanefnd,Internal Revenue Board,,,https://yskn.is/,yskn.is,,,0,,,a.hysing.is; b.hysing.is; c.hysing.is,185.67.182.70,v=spf1 -all,43892,IS-BASIS-NET,,,,,,,Other,Local (.is),Other,,,,No redirect
Rannsóknarnefnd samgönguslysa,Icelandic Transportation Safety Board,,,http://rnsa.is/,rnsa.is,,,1,301,rnsa-is.mail.protection.outlook.com,adelaide.ns.cloudflare.com; elliott.ns.cloudflare.com,82.221.64.186,v=spf1 include:spf.protection.outlook.com include:spf.hysing.is -all,44515,F5-v4-1,,,,,,,Microsoft 365,Cloudflare,Other,,,,No redirect
Lyfjastofnun,Icelandic Medicines Agency,,,https://www.lyfjastofnun.is/,lyfjastofnun.is,,,0,,lyfjastofnun-is.mail.protection.outlook.com,emely.ns.cloudflare.com; maciej.ns.cloudflare.com,8.47.69.2; 8.6.112.2,v=spf1 a:postur.lyfjastofnun.is include:_spf.lyfjastofnun.is include:spf.protection.outlook.com include:servers.mcsv.net include:relay.mailchannels.net -all,13335,LPL-141-CLOUD14-8-47-69,,,,,,,Microsoft 365,Cloudflare,Other,,,,No redirect
Landhelgisgæsla Íslands,Icelandic Coast Guard,,,https://www.lhg.is/,lhg.is,,,0,,lhg-is.mail.protection.outlook.com,curt.ns.cloudflare.com; elsa.ns.cloudflare.com,104.21.15.8; 172.67.160.250,v=spf1 ip4:193.4.1.55 ip4:193.4.1.45 ip4:193.4.1.40 ip4:217.28.184.22 ip4:217.28.184.23 ip4:193.4.1.57 include:spf.protection.outlook.com -all,13335,CLOUDFLARENET,,,,,,,Microsoft 365,Cloudflare,Cloudflare,,,,No redirect
Menntaskólinn við Hamrahlíð,Hamrahlid College,,,https://www.mh.is/,mh.is,,,0,,mh-is.mail.protection.outlook.com,ns0.c.is; ns1.c.is; ns2.c.is,52.49.138.181,v=spf1 include:spf.protection.outlook.com ip4:82.148.70.135 include:spf.inna.is include:_spf.email.stefna.is -all,16509,AMAZON-DUB,,,,,,,Microsoft 365,Local (.is),AWS,,,,No redirect
Úrskurðarnefnd umhverfis- og auðlindamála,Environmental and Natural Resources Board of Appeal,,,https://uua.is/,uua.is,,,0,,uua-is.mail.protection.outlook.com,audrey.ns.cloudflare.com; leonidas.ns.cloudflare.com,104.21.25.145; 172.67.134.79,v=spf1 a mx include:spf.protection.outlook.com include:smtp.thekking.is include:_spf.gopro.net -all,13335,CLOUDFLARENET,,,,,,,Microsoft 365,Cloudflare,Cloudflare,,,,No redirect
