name_icelandic,name_english,tag_icelandic,tag_english,url,domain,final_url,final_domain,redirect_count,redirect_codes,mx,spf,mx_asn,mx_org,mx_country,spf_asn,spf_org,spf_country,ns,dns_asn,dns_org,dns_country,a,hosting_asn,hosting_org,hosting_country,final_mx,final_spf,final_mx_asn,final_mx_org,final_mx_country,final_spf_asn,final_spf_org,final_spf_country,final_ns,final_dns_asn,final_dns_org,final_dns_country,final_a,final_hosting_asn,final_hosting_org,final_hosting_country,email_provider,dns_category,hosting_category,final_email_provider,final_dns_category,final_hosting_category,redirect_status,effective_email_provider,email_disclaimer,email_disclaimer_text,effective_dns_category,dns_disclaimer,dns_disclaimer_text,effective_hosting_category,hosting_disclaimer,hosting_disclaimer_text
Menntaskólinn við Sund,Sund Upper-Secondary School,Mennta- og barnamálaráðuneytið,Ministry of Education and Children,https://msund.is/,msund.is,,,1,302,msund-is.mail.protection.outlook.com,v=spf1 include:spf.protection.outlook.com ip4:46.22.99.2 include:spf.inna.is include:_spf.email.stefna.is -all,8075.0,Microsoft Corporation,US,8075.0,Microsoft Corporation,US,ns0.1984.is; ns1.1984.is; ns1.1984hosting.com; ns2.1984.is; ns2.1984hosting.com,20473,"Vultr Holdings, LLC",US,52.49.138.181,16509,Amazon Data Services Ireland Limited,US,,,,,,,,,,,,,,,,,Microsoft 365,Other US,AWS,,,,No redirect,Microsoft 365,True,Microsoft 365 detected in both MX and SPF.,Other US,False,,AWS,False,
Ríkissáttasemjari,State Mediator,Félags- og húsnæðismálaráðuneyti,Ministry of Social Affairs and Housing,https://rikissattasemjari.is/,rikissattasemjari.is,,,0,,rikissattasemjari-is.mail.protection.outlook.com,v=spf1 ip4:178.248.17.135 ip4:185.219.150.121 mx ip4:104.40.229.156 include:spf.protection.outlook.com include:spf.exclaimer.net ~all,8075.0,Microsoft Corporation,US,8075.0,Microsoft Corporation,US,dell.netvistun.is; dell2.netvistun.is,60690,NHNET-MNT,IS,185.219.150.121,60690,NHNET-MNT,IS,,,,,,,,,,,,,,,,,Microsoft 365,Local (.is),Local (.is),,,,No redirect,Microsoft 365,True,Microsoft 365 detected in both MX and SPF.,Local (.is),False,,Local (.is),False,
Menntaskólinn í Reykjavík,Reykjavík Junior College,Mennta- og barnamálaráðuneytið,Ministry of Education and Children,https://mr.is/,mr.is,,,0,,mr-is.mail.protection.outlook.com,v=spf1 include:_spf.google.com ip4:82.148.70.67 include:inna.is include:spf.protection.outlook.com -all,8075.0,Microsoft Corporation,US,8075.0,Microsoft Corporation,US,ns1.okhysing.is; ns2.okhysing.is,48685,MNT-OK,IS,176.10.32.1,48685,MNT-OK,IS,,,,,,,,,,,,,,,,,Microsoft 365,Local (.is),Local (.is),,,,No redirect,Microsoft 365,True,Microsoft 365 detected in both MX and SPF.,Local (.is),False,,Local (.is),False,
Nýsköpunarsjóður atvinnulífsins,NSA Ventures,"Menningar-, nýsköpunar- og háskólaráðuneyti","Ministry of Culture, Innovation and Higher Education",https://nyskopun.is/,nyskopun.is,,,1,301,nyskopun-is.mail.protection.outlook.com,v=spf1 include:spf.protection.outlook.com -all,8075.0,Microsoft Corporation,US,8075.0,Microsoft Corporation,US,ns-1340.awsdns-39.org; ns-1668.awsdns-16.co.uk; ns-200.awsdns-25.com; ns-683.awsdns-21.net,16509,Amazon Data Services Northern Virginia,US,75.2.70.75; 99.83.190.102,16509,"Amazon.com, Inc.",US,,,,,,,,,,,,,,,,,Microsoft 365,AWS,AWS,,,,No redirect,Microsoft 365,True,Microsoft 365 detected in both MX and SPF.,AWS,False,,AWS,False,
Landmælingar Íslands,National Land Survey of Iceland,"Umhverfis-, orku- og loftslagsráðuneytið","Ministry of the Environment, Energy and Climate",https://www.lmi.is/,lmi.is,https://www.natt.is/is,natt.is,2,301; 301,lmi-is.mail.protection.outlook.com,v=spf1 include:spf.protection.outlook.com ip4:178.19.53.124 include:_spf.email.stefna.is include:cloudmails.net include:_spf.gopro.net -all,8075.0,Microsoft Corporation,US,8075.0,Microsoft Corporation,US,pns101.cloudns.net; pns102.cloudns.net; pns103.cloudns.net; pns104.cloudns.net,203391,bg-cloud-1-mnt,BG,178.19.53.124,44735,NOVAIS-MNT,IS,natt-is.mail.protection.outlook.com,v=spf1 include:spf.protection.outlook.com include:_spf.gopro.net include:_spf.vist.is a:m-out1.thekking.is a:smtp.thekking.is ip4:178.19.53.124 -all,8075.0,Microsoft Corporation,US,8075.0,Microsoft Corporation,US,pns101.cloudns.net; pns102.cloudns.net; pns103.cloudns.net; pns104.cloudns.net,203391.0,bg-cloud-1-mnt,BG,178.19.53.124,44735.0,NOVAIS-MNT,IS,Microsoft 365,Other,Local (.is),Microsoft 365,Other,Local (.is),Internal .is redirect,Microsoft 365,True,Microsoft 365 detected in both MX and SPF.,Other,True,Other is used on both domains.,Local (.is),True,Local (.is) is used on both domains.
Matís ohf.,Matís,Atvinnuvegaráðuneyti,Ministry of Industries,https://www.matis.is/,matis.is,,,1,301,matis-is.mail.eo.outlook.com,v=spf1 include:spf.protection.outlook.com -all,8075.0,Microsoft Corporation,US,8075.0,Microsoft Corporation,US,ns1.okhysing.is; ns2.okhysing.is,48685,MNT-OK,IS,212.30.229.31,44515,MNT-ADVANIA,IS,,,,,,,,,,,,,,,,,Microsoft 365,Local (.is),Local (.is),,,,No redirect,Microsoft 365,True,Microsoft 365 detected in both MX and SPF.,Local (.is),False,,Local (.is),False,
Menntaskólinn að Laugarvatni,Laugarvatn Upper-Secondary School,Mennta- og barnamálaráðuneytið,Ministry of Education and Children,https://www.ml.is/,ml.is,,,1,301,ml-is.mail.protection.outlook.com,v=spf1 include:spf.protection.outlook.com -all,8075.0,Microsoft Corporation,US,8075.0,Microsoft Corporation,US,dns3.midja.is; dns4.midja.is,59396,TRShostmaster,IS,77.37.37.88,47583,netutils-mnt,DE,,,,,,,,,,,,,,,,,Microsoft 365,Local (.is),Other,,,,No redirect,Microsoft 365,True,Microsoft 365 detected in both MX and SPF.,Local (.is),False,,Other,False,
Menntaskólinn í Kópavogi,Kópavogur Institute of Education,Mennta- og barnamálaráðuneytið,Ministry of Education and Children,https://www.mk.is/,mk.is,,,0,,mk-is.mail.protection.outlook.com,v=spf1 include:spf.protection.outlook.com ip4:82.148.67.121 include:_spf.email.stefna.is include:spf.inna.is -all,8075.0,Microsoft Corporation,US,8075.0,Microsoft Corporation,US,ns0.1984.is; ns1.1984.is; ns1.1984hosting.com; ns2.1984.is; ns2.1984hosting.com,20473,"Vultr Holdings, LLC",US,54.76.32.59,16509,Amazon Technologies Inc.,US,,,,,,,,,,,,,,,,,Microsoft 365,Other US,AWS,,,,No redirect,Microsoft 365,True,Microsoft 365 detected in both MX and SPF.,Other US,False,,AWS,False,
Yfirskattanefnd,Internal Revenue Board,Fjármála- og efnahagsráðuneytið,Ministry of Finance and Economic Affairs,https://yskn.is/,yskn.is,,,0,,,v=spf1 -all,,,,,,,a.hysing.is; b.hysing.is; c.hysing.is,44515,MNT-ADVANIA,IS,185.67.182.70,43892,BASIS-MNT,IS,,,,,,,,,,,,,,,,,Unknown,Local (.is),Local (.is),,,,No redirect,Unknown,False,,Local (.is),False,,Local (.is),False,
Rannsóknarnefnd samgönguslysa,Icelandic Transportation Safety Board,Innviðaráðuneytið,Ministry of Infrastructure,http://rnsa.is/,rnsa.is,,,1,301,rnsa-is.mail.protection.outlook.com,v=spf1 include:spf.protection.outlook.com include:spf.hysing.is -all,8075.0,Microsoft Corporation,US,8075.0,Microsoft Corporation,US,adelaide.ns.cloudflare.com; elliott.ns.cloudflare.com,13335,"Cloudflare, Inc.",US,82.221.64.186,44515,MNT-ADVANIA,IS,,,,,,,,,,,,,,,,,Microsoft 365,Cloudflare,Local (.is),,,,No redirect,Microsoft 365,True,Microsoft 365 detected in both MX and SPF.,Cloudflare,False,,Local (.is),False,
Lyfjastofnun,Icelandic Medicines Agency,Heilbrigðisráðuneytið,Ministry of Health,https://www.lyfjastofnun.is/,lyfjastofnun.is,,,0,,lyfjastofnun-is.mail.protection.outlook.com,v=spf1 a:postur.lyfjastofnun.is include:_spf.lyfjastofnun.is include:spf.protection.outlook.com include:servers.mcsv.net include:relay.mailchannels.net -all,8075.0,Microsoft Corporation,US,8075.0,Microsoft Corporation,US,emely.ns.cloudflare.com; maciej.ns.cloudflare.com,13335,"Cloudflare, Inc.",US,8.47.69.2; 8.6.112.2,13335,"Cloudflare, Inc.",US,,,,,,,,,,,,,,,,,Microsoft 365,Cloudflare,Cloudflare,,,,No redirect,Microsoft 365,True,Microsoft 365 detected in both MX and SPF.,Cloudflare,False,,Cloudflare,False,
Landhelgisgæsla Íslands,Icelandic Coast Guard,Dómsmálaráðuneytið,Ministry of Justice,https://www.lhg.is/,lhg.is,,,0,,lhg-is.mail.protection.outlook.com,v=spf1 ip4:193.4.1.55 ip4:193.4.1.45 ip4:193.4.1.40 ip4:217.28.184.22 ip4:217.28.184.23 ip4:193.4.1.57 include:spf.protection.outlook.com -all,8075.0,Microsoft Corporation,US,8075.0,Microsoft Corporation,US,curt.ns.cloudflare.com; elsa.ns.cloudflare.com,13335,"Cloudflare, Inc.",US,104.21.15.8; 172.67.160.250,13335,"Cloudflare, Inc.",US,,,,,,,,,,,,,,,,,Microsoft 365,Cloudflare,Cloudflare,,,,No redirect,Microsoft 365,True,Microsoft 365 detected in both MX and SPF.,Cloudflare,False,,Cloudflare,False,
Menntaskólinn við Hamrahlíð,Hamrahlid College,Mennta- og barnamálaráðuneytið,Ministry of Education and Children,https://www.mh.is/,mh.is,,,0,,mh-is.mail.protection.outlook.com,v=spf1 include:spf.protection.outlook.com ip4:82.148.70.135 include:spf.inna.is include:_spf.email.stefna.is -all,8075.0,Microsoft Corporation,US,8075.0,Microsoft Corporation,US,ns0.c.is; ns1.c.is; ns2.c.is,12969,VFIS-NET-MNT,IS,52.49.138.181,16509,Amazon Data Services Ireland Limited,US,,,,,,,,,,,,,,,,,Microsoft 365,Local (.is),AWS,,,,No redirect,Microsoft 365,True,Microsoft 365 detected in both MX and SPF.,Local (.is),False,,AWS,False,
Úrskurðarnefnd umhverfis- og auðlindamála,Environmental and Natural Resources Board of Appeal,"Umhverfis-, orku- og loftslagsráðuneytið","Ministry of the Environment, Energy and Climate",https://uua.is/,uua.is,,,0,,uua-is.mail.protection.outlook.com,v=spf1 a mx include:spf.protection.outlook.com include:smtp.thekking.is include:_spf.gopro.net -all,8075.0,Microsoft Corporation,US,8075.0,Microsoft Corporation,US,audrey.ns.cloudflare.com; leonidas.ns.cloudflare.com,13335,"Cloudflare, Inc.",US,104.21.25.145; 172.67.134.79,13335,"Cloudflare, Inc.",US,,,,,,,,,,,,,,,,,Microsoft 365,Cloudflare,Cloudflare,,,,No redirect,Microsoft 365,True,Microsoft 365 detected in both MX and SPF.,Cloudflare,False,,Cloudflare,False,
Þjóðkirkjan / Biskupsstofa,Evangelical Lutheran Church of Iceland,Dómsmálaráðuneytið,Ministry of Justice,https://kirkjan.is/,kirkjan.is,,,0,,kirkjan-is.mail.protection.outlook.com,v=spf1 include:_spf.%{d} include:%{l}_spf.%{d} -all,8075.0,Microsoft Corporation,US,,,,ns01.t.is; ns02.t.is,29689,MNT-NYHERJI,IS,82.221.64.77,44515,MNT-ADVANIA,IS,,,,,,,,,,,,,,,,,Microsoft 365,Local (.is),Local (.is),,,,No redirect,Microsoft 365,True,Microsoft 365 detected in MX. SPF does not clearly point to Microsoft 365.,Local (.is),False,,Local (.is),False,
Almannavarnir,Department of Civil Protection and Emergency Management,Dómsmálaráðuneytið,Ministry of Justice,https://www.almannavarnir.is/,almannavarnir.is,,,0,,mx1.tmd.is; mx2.tmd.is,v=spf1 mx include:spf.protection.outlook.com -all,6677.0,MILAHF-MNT,IS,8075.0,Microsoft Corporation,US,ns1.simnet.is; ns2.simnet.is; ns3.simnet.is,6677,MILAHF-MNT,IS,185.21.16.109; 185.21.16.110; 185.21.17.244; 185.21.17.247; 185.21.17.248; 185.21.17.249,12969,365 - midlar ehf,IS,,,,,,,,,,,,,,,,,Microsoft 365,Local (.is),Local (.is),,,,No redirect,Microsoft 365,True,SPF includes Microsoft 365 for sending. MX points elsewhere.,Local (.is),False,,Local (.is),False,
Sýslumaðurinn á Vesturlandi,District Commissioner of West Iceland,Dómsmálaráðuneytið,Ministry of Justice,https://island.is/s/syslumenn/vesturland,island.is,,,0,,island-is.mail.protection.outlook.com,v=spf1 ip4:128.140.233.10/32 include:spf.hysing.is include:spf.protection.outlook.com include:amazonses.com include:servers.mcsv.net include:spf.mandrillapp.com include:mail.zendesk.com include:stspg-customer.com ~all,8075.0,Microsoft Corporation,US,8075.0,Microsoft Corporation,US,ns-1125.awsdns-12.org; ns-2038.awsdns-62.co.uk; ns-318.awsdns-39.com; ns-640.awsdns-16.net,16509,Amazon Data Services Northern Virginia,US,54.230.114.110; 54.230.114.125; 54.230.114.40; 54.230.114.93,16509,"Amazon.com, Inc.",US,,,,,,,,,,,,,,,,,Microsoft 365,AWS,AWS,,,,No redirect,Microsoft 365,True,Microsoft 365 detected in both MX and SPF.,AWS,False,,AWS,False,
Menntaskólinn á Ísafirði,College in Isafjordur,Mennta- og barnamálaráðuneytið,Ministry of Education and Children,https://misa.is/,misa.is,,,1,302,misa-is.mail.protection.outlook.com,v=spf1 include:spf.protection.outlook.com include:servers.mcsv.net ip4:82.221.39.150/32 ip4:193.109.24.0/24 ip4:82.148.69.195/32 ip4:193.4.194.54/32 include:_spf.email.stefna.is -all,8075.0,Microsoft Corporation,US,8075.0,Microsoft Corporation,US,ns1.snerpa.is; ns2.snerpa.is,24743,Snerpa ehf,IS,52.49.138.181,16509,Amazon Data Services Ireland Limited,US,,,,,,,,,,,,,,,,,Microsoft 365,Local (.is),AWS,,,,No redirect,Microsoft 365,True,Microsoft 365 detected in both MX and SPF.,Local (.is),False,,AWS,False,
Menntaskólinn á Akureyri,Akureyri Junior College,Mennta- og barnamálaráðuneytið,Ministry of Education and Children,https://www.ma.is/,ma.is,,,0,,ma-is.mail.protection.outlook.com,"v=spf1 ip4:164.177.189.196 ip4:54.194.191.85 ip4:82.148.69.164 ip4:82.221.39.150 ip4:82.148.66.136 include:spf.protection.outlook.com include:spf.hysing.is include:_spf.samvirkni.is include:spf.inna.is include:_spf.gopro.net include:_spf.email.stefna.is -"" ""all",8075.0,Microsoft Corporation,US,8075.0,Microsoft Corporation,US,a.hysing.is; b.hysing.is; c.hysing.is,44515,MNT-ADVANIA,IS,54.76.32.59,16509,Amazon Technologies Inc.,US,,,,,,,,,,,,,,,,,Microsoft 365,Local (.is),AWS,,,,No redirect,Microsoft 365,True,Microsoft 365 detected in both MX and SPF.,Local (.is),False,,AWS,False,
Minjastofnun Íslands,Cultural Heritage Agency of Iceland,"Umhverfis-, orku- og loftslagsráðuneytið","Ministry of the Environment, Energy and Climate",http://www.minjastofnun.is/,minjastofnun.is,,,1,301,minjastofnun-is.mail.protection.outlook.com,v=spf1 include:spf.protection.outlook.com a:relay.hysing.is a:smtp.thekking.is ip4:217.171.209.5 ip4:217.171.209.7 include:_spf.gopro.net include:_spf.email.stefna.is -all,8075.0,Microsoft Corporation,US,8075.0,Microsoft Corporation,US,a.hysing.is; b.hysing.is; c.hysing.is,44515,MNT-ADVANIA,IS,52.49.138.181,16509,Amazon Data Services Ireland Limited,US,,,,,,,,,,,,,,,,,Microsoft 365,Local (.is),AWS,,,,No redirect,Microsoft 365,True,Microsoft 365 detected in both MX and SPF.,Local (.is),False,,AWS,False,
Verðlagsstofa skiptaverðs,The Fresh Fish Price Directorate,Atvinnuvegaráðuneyti,Ministry of Industries,http://verdlagsstofa.is/,verdlagsstofa.is,,,1,302,verdlagsstofa-is.mail.protection.outlook.com,v=spf1 ip4:217.171.222.2 include:spf.protection.outlook.com include:_spf.email.stefna.is include:_spf.zenter.is -all,8075.0,Microsoft Corporation,US,8075.0,Microsoft Corporation,US,ns1-03.azure-dns.com; ns2-03.azure-dns.net; ns3-03.azure-dns.org; ns4-03.azure-dns.info,8075,Microsoft Corporation,US,52.49.138.181,16509,Amazon Data Services Ireland Limited,US,,,,,,,,,,,,,,,,,Microsoft 365,Azure,AWS,,,,No redirect,Microsoft 365,True,Microsoft 365 detected in both MX and SPF.,Azure,False,,AWS,False,
Menntasjóður námsmanna,The Icelandic Student Loan Fund,"Menningar-, nýsköpunar- og háskólaráðuneyti","Ministry of Culture, Innovation and Higher Education",https://menntasjodur.is/,menntasjodur.is,,,0,,menntasjodur-is.mail.protection.outlook.com,v=spf1 include:spf.hysing.is include:_spf.vist.is include:spf.protection.outlook.com -all,8075.0,Microsoft Corporation,US,8075.0,Microsoft Corporation,US,ns0.vist.is; ns1.vist.is; ns2.vist.is,43892,BASIS-MNT,IS,157.157.129.102,6677,MILAHF-MNT,IS,,,,,,,,,,,,,,,,,Microsoft 365,Local (.is),Local (.is),,,,No redirect,Microsoft 365,True,Microsoft 365 detected in both MX and SPF.,Local (.is),False,,Local (.is),False,
Verkmenntaskóli Austurlands,East Iceland Comprehensive College,Mennta- og barnamálaráðuneytið,Ministry of Education and Children,https://www.va.is/,va.is,,,0,,va-is.mail.protection.outlook.com,v=spf1 include:spf.protection.outlook.com include:spf.inna.is include:_spf.email.stefna.is -all,8075.0,Microsoft Corporation,US,8075.0,Microsoft Corporation,US,ns01.t.is; ns02.t.is,29689,MNT-NYHERJI,IS,52.19.46.82,16509,Amazon Data Services Ireland Limited,US,,,,,,,,,,,,,,,,,Microsoft 365,Local (.is),AWS,,,,No redirect,Microsoft 365,True,Microsoft 365 detected in both MX and SPF.,Local (.is),False,,AWS,False,
Menntaskólinn á Egilsstöðum,College in Egilsstaðir,Mennta- og barnamálaráðuneytið,Ministry of Education and Children,https://www.me.is/,me.is,,,0,,me-is.mail.protection.outlook.com,v=spf1 include:spf.protection.outlook.com include:_spf.email.stefna.is include:spf.inna.is -all,8075.0,Microsoft Corporation,US,8075.0,Microsoft Corporation,US,ns0.1984.is; ns1.1984.is; ns1.1984hosting.com; ns2.1984.is; ns2.1984hosting.com,20473,"Vultr Holdings, LLC",US,52.19.46.82,16509,Amazon Data Services Ireland Limited,US,,,,,,,,,,,,,,,,,Microsoft 365,Other US,AWS,,,,No redirect,Microsoft 365,True,Microsoft 365 detected in both MX and SPF.,Other US,False,,AWS,False,
Menntaskólinn á Tröllaskaga,Tröllaskagi Upper-Secondary School,Mennta- og barnamálaráðuneytið,Ministry of Education and Children,https://www.mtr.is/,mtr.is,,,0,,alt1.aspmx.l.google.com; alt2.aspmx.l.google.com; aspmx.l.google.com; aspmx2.googlemail.com; aspmx3.googlemail.com; aspmx4.googlemail.com; aspmx5.googlemail.com,v=spf1 include:_spf.google.com ip4:194.144.141.128/29 ip4:82.148.76.176/28 include:spf.inna.is include:_spf.email.stefna.is -all,15169.0,Google LLC,US,15169.0,Google LLC,US,ns1.samvirkni.is; ns2.samvirkni.is; ns3.samvirkni.is,6677,MILAHF-MNT,IS,52.49.138.181,16509,Amazon Data Services Ireland Limited,US,,,,,,,,,,,,,,,,,Google Workspace,Local (.is),AWS,,,,No redirect,Google Workspace,True,Google Workspace detected in both MX and SPF.,Local (.is),False,,AWS,False,
Ríkislögreglustjóri,National Commissioner of the Icelandic Police,Dómsmálaráðuneytið,Ministry of Justice,https://www.logreglan.is/logreglan/rikislogreglustjori/,logreglan.is,https://island.is:443/s/logreglan/rikislogreglustjori,island.is,3,301; 308; 302,mx1.tmd.is; mx2.tmd.is,v=spf1 mx include:spf.protection.outlook.com -all,6677.0,MILAHF-MNT,IS,8075.0,Microsoft Corporation,US,ns1.simnet.is; ns2.simnet.is; ns3.simnet.is,6677,MILAHF-MNT,IS,34.251.144.192; 54.77.239.177; 63.32.127.239,16509,Amazon Data Services Ireland Limited,US,island-is.mail.protection.outlook.com,v=spf1 ip4:128.140.233.10/32 include:spf.hysing.is include:spf.protection.outlook.com include:amazonses.com include:servers.mcsv.net include:spf.mandrillapp.com include:mail.zendesk.com include:stspg-customer.com ~all,8075.0,Microsoft Corporation,US,8075.0,Microsoft Corporation,US,ns-1125.awsdns-12.org; ns-2038.awsdns-62.co.uk; ns-318.awsdns-39.com; ns-640.awsdns-16.net,16509.0,Amazon Data Services Northern Virginia,US,54.230.114.110; 54.230.114.125; 54.230.114.40; 54.230.114.93,16509.0,"Amazon.com, Inc.",US,Microsoft 365,Local (.is),AWS,Microsoft 365,AWS,AWS,Internal .is redirect,Microsoft 365,True,SPF includes Microsoft 365 for sending. MX points elsewhere.,AWS,True,"Original domain used Local (.is), but redirect target uses AWS.",AWS,True,AWS is used on both domains.
Lögreglustjórinn á Suðurnesjum,Police Commissioner of Suðurnes District,Dómsmálaráðuneytið,Ministry of Justice,https://www.logreglan.is/logreglan/umdaemin/sudurnes/,logreglan.is,https://island.is:443/s/logreglan/sudurnes,island.is,3,301; 308; 302,mx1.tmd.is; mx2.tmd.is,v=spf1 mx include:spf.protection.outlook.com -all,6677.0,MILAHF-MNT,IS,8075.0,Microsoft Corporation,US,ns1.simnet.is; ns2.simnet.is; ns3.simnet.is,6677,MILAHF-MNT,IS,34.251.144.192; 54.77.239.177; 63.32.127.239,16509,Amazon Data Services Ireland Limited,US,island-is.mail.protection.outlook.com,v=spf1 ip4:128.140.233.10/32 include:spf.hysing.is include:spf.protection.outlook.com include:amazonses.com include:servers.mcsv.net include:spf.mandrillapp.com include:mail.zendesk.com include:stspg-customer.com ~all,8075.0,Microsoft Corporation,US,8075.0,Microsoft Corporation,US,ns-1125.awsdns-12.org; ns-2038.awsdns-62.co.uk; ns-318.awsdns-39.com; ns-640.awsdns-16.net,16509.0,Amazon Data Services Northern Virginia,US,54.230.114.110; 54.230.114.125; 54.230.114.40; 54.230.114.93,16509.0,"Amazon.com, Inc.",US,Microsoft 365,Local (.is),AWS,Microsoft 365,AWS,AWS,Internal .is redirect,Microsoft 365,True,SPF includes Microsoft 365 for sending. MX points elsewhere.,AWS,True,"Original domain used Local (.is), but redirect target uses AWS.",AWS,True,AWS is used on both domains.
Lögreglustjórinn á Suðurlandi,Police Commissioner of South Iceland,Dómsmálaráðuneytið,Ministry of Justice,https://www.logreglan.is/logreglan/umdaemin/sudurland/,logreglan.is,https://island.is:443/s/logreglan/sudurland,island.is,3,301; 308; 302,mx1.tmd.is; mx2.tmd.is,v=spf1 mx include:spf.protection.outlook.com -all,6677.0,MILAHF-MNT,IS,8075.0,Microsoft Corporation,US,ns1.simnet.is; ns2.simnet.is; ns3.simnet.is,6677,MILAHF-MNT,IS,34.251.144.192; 54.77.239.177; 63.32.127.239,16509,Amazon Data Services Ireland Limited,US,island-is.mail.protection.outlook.com,v=spf1 ip4:128.140.233.10/32 include:spf.hysing.is include:spf.protection.outlook.com include:amazonses.com include:servers.mcsv.net include:spf.mandrillapp.com include:mail.zendesk.com include:stspg-customer.com ~all,8075.0,Microsoft Corporation,US,8075.0,Microsoft Corporation,US,ns-1125.awsdns-12.org; ns-2038.awsdns-62.co.uk; ns-318.awsdns-39.com; ns-640.awsdns-16.net,16509.0,Amazon Data Services Northern Virginia,US,54.230.114.110; 54.230.114.125; 54.230.114.40; 54.230.114.93,16509.0,"Amazon.com, Inc.",US,Microsoft 365,Local (.is),AWS,Microsoft 365,AWS,AWS,Internal .is redirect,Microsoft 365,True,SPF includes Microsoft 365 for sending. MX points elsewhere.,AWS,True,"Original domain used Local (.is), but redirect target uses AWS.",AWS,True,AWS is used on both domains.
Lögreglustjórinn á höfuðborgarsvæðinu,Reykjavik Metropolitan Police,Dómsmálaráðuneytið,Ministry of Justice,https://www.logreglan.is/logreglan/umdaemin/hofudborgarsvaedi/,logreglan.is,https://island.is:443/s/logreglan/hofudborgarsvaedid,island.is,3,301; 308; 302,mx1.tmd.is; mx2.tmd.is,v=spf1 mx include:spf.protection.outlook.com -all,6677.0,MILAHF-MNT,IS,8075.0,Microsoft Corporation,US,ns1.simnet.is; ns2.simnet.is; ns3.simnet.is,6677,MILAHF-MNT,IS,34.251.144.192; 54.77.239.177; 63.32.127.239,16509,Amazon Data Services Ireland Limited,US,island-is.mail.protection.outlook.com,v=spf1 ip4:128.140.233.10/32 include:spf.hysing.is include:spf.protection.outlook.com include:amazonses.com include:servers.mcsv.net include:spf.mandrillapp.com include:mail.zendesk.com include:stspg-customer.com ~all,8075.0,Microsoft Corporation,US,8075.0,Microsoft Corporation,US,ns-1125.awsdns-12.org; ns-2038.awsdns-62.co.uk; ns-318.awsdns-39.com; ns-640.awsdns-16.net,16509.0,Amazon Data Services Northern Virginia,US,54.230.114.110; 54.230.114.125; 54.230.114.40; 54.230.114.93,16509.0,"Amazon.com, Inc.",US,Microsoft 365,Local (.is),AWS,Microsoft 365,AWS,AWS,Internal .is redirect,Microsoft 365,True,SPF includes Microsoft 365 for sending. MX points elsewhere.,AWS,True,"Original domain used Local (.is), but redirect target uses AWS.",AWS,True,AWS is used on both domains.
Lögreglustjórinn á Vesturlandi,Police Commissioner of West Iceland,Dómsmálaráðuneytið,Ministry of Justice,https://www.logreglan.is/logreglan/umdaemin/vesturland/,logreglan.is,https://island.is:443/s/logreglan/vesturland,island.is,3,301; 308; 302,mx1.tmd.is; mx2.tmd.is,v=spf1 mx include:spf.protection.outlook.com -all,6677.0,MILAHF-MNT,IS,8075.0,Microsoft Corporation,US,ns1.simnet.is; ns2.simnet.is; ns3.simnet.is,6677,MILAHF-MNT,IS,34.251.144.192; 54.77.239.177; 63.32.127.239,16509,Amazon Data Services Ireland Limited,US,island-is.mail.protection.outlook.com,v=spf1 ip4:128.140.233.10/32 include:spf.hysing.is include:spf.protection.outlook.com include:amazonses.com include:servers.mcsv.net include:spf.mandrillapp.com include:mail.zendesk.com include:stspg-customer.com ~all,8075.0,Microsoft Corporation,US,8075.0,Microsoft Corporation,US,ns-1125.awsdns-12.org; ns-2038.awsdns-62.co.uk; ns-318.awsdns-39.com; ns-640.awsdns-16.net,16509.0,Amazon Data Services Northern Virginia,US,54.230.114.110; 54.230.114.125; 54.230.114.40; 54.230.114.93,16509.0,"Amazon.com, Inc.",US,Microsoft 365,Local (.is),AWS,Microsoft 365,AWS,AWS,Internal .is redirect,Microsoft 365,True,SPF includes Microsoft 365 for sending. MX points elsewhere.,AWS,True,"Original domain used Local (.is), but redirect target uses AWS.",AWS,True,AWS is used on both domains.
Lögreglustjórinn á Vestfjörðum,Police Commissioner of West Fjords Iceland,Dómsmálaráðuneytið,Ministry of Justice,https://www.logreglan.is/logreglan/umdaemin/vestfirdir/,logreglan.is,https://island.is:443/s/logreglan/vestfirdir,island.is,3,301; 308; 302,mx1.tmd.is; mx2.tmd.is,v=spf1 mx include:spf.protection.outlook.com -all,6677.0,MILAHF-MNT,IS,8075.0,Microsoft Corporation,US,ns1.simnet.is; ns2.simnet.is; ns3.simnet.is,6677,MILAHF-MNT,IS,34.251.144.192; 54.77.239.177; 63.32.127.239,16509,Amazon Data Services Ireland Limited,US,island-is.mail.protection.outlook.com,v=spf1 ip4:128.140.233.10/32 include:spf.hysing.is include:spf.protection.outlook.com include:amazonses.com include:servers.mcsv.net include:spf.mandrillapp.com include:mail.zendesk.com include:stspg-customer.com ~all,8075.0,Microsoft Corporation,US,8075.0,Microsoft Corporation,US,ns-1125.awsdns-12.org; ns-2038.awsdns-62.co.uk; ns-318.awsdns-39.com; ns-640.awsdns-16.net,16509.0,Amazon Data Services Northern Virginia,US,54.230.114.110; 54.230.114.125; 54.230.114.40; 54.230.114.93,16509.0,"Amazon.com, Inc.",US,Microsoft 365,Local (.is),AWS,Microsoft 365,AWS,AWS,Internal .is redirect,Microsoft 365,True,SPF includes Microsoft 365 for sending. MX points elsewhere.,AWS,True,"Original domain used Local (.is), but redirect target uses AWS.",AWS,True,AWS is used on both domains.
