name_icelandic,name_english,tag_icelandic,tag_english,url,domain,final_url,final_domain,redirect_count,redirect_codes,mx,spf,mx_asn,mx_org,mx_country,spf_asn,spf_org,spf_country,ns,dns_asn,dns_org,dns_country,a,hosting_asn,hosting_org,hosting_country,final_mx,final_spf,final_mx_asn,final_mx_org,final_mx_country,final_spf_asn,final_spf_org,final_spf_country,final_ns,final_dns_asn,final_dns_org,final_dns_country,final_a,final_hosting_asn,final_hosting_org,final_hosting_country,email_provider,dns_category,hosting_category,final_email_provider,final_dns_category,final_hosting_category,redirect_status,effective_email_provider,email_disclaimer,email_disclaimer_text,effective_dns_category,dns_disclaimer,dns_disclaimer_text,effective_hosting_category,hosting_disclaimer,hosting_disclaimer_text
Sýslumenn,District Commissioners,Dómsmálaráðuneytið,Ministry of Justice,https://island.is/s/syslumenn,island.is,,,0,,island-is.mail.protection.outlook.com,v=spf1 ip4:128.140.233.10/32 include:spf.hysing.is include:spf.protection.outlook.com include:amazonses.com include:servers.mcsv.net include:spf.mandrillapp.com include:mail.zendesk.com include:stspg-customer.com ~all,8075.0,Microsoft Corporation,US,8075.0,Microsoft Corporation,US,ns-1125.awsdns-12.org; ns-2038.awsdns-62.co.uk; ns-318.awsdns-39.com; ns-640.awsdns-16.net,16509,Amazon Data Services Northern Virginia,US,54.230.114.110; 54.230.114.125; 54.230.114.40; 54.230.114.93,16509,"Amazon.com, Inc.",US,,,,,,,,,,,,,,,,,Microsoft 365,AWS,AWS,,,,No redirect,Microsoft 365,True,Microsoft 365 detected in both MX and SPF.,AWS,False,,AWS,False,
Sjúkratryggingar,Iceland Health,Heilbrigðisráðuneytið,Ministry of Health,https://island.is/s/sjukratryggingar,island.is,,,0,,island-is.mail.protection.outlook.com,v=spf1 ip4:128.140.233.10/32 include:spf.hysing.is include:spf.protection.outlook.com include:amazonses.com include:servers.mcsv.net include:spf.mandrillapp.com include:mail.zendesk.com include:stspg-customer.com ~all,8075.0,Microsoft Corporation,US,8075.0,Microsoft Corporation,US,ns-1125.awsdns-12.org; ns-2038.awsdns-62.co.uk; ns-318.awsdns-39.com; ns-640.awsdns-16.net,16509,Amazon Data Services Northern Virginia,US,54.230.114.110; 54.230.114.125; 54.230.114.40; 54.230.114.93,16509,"Amazon.com, Inc.",US,,,,,,,,,,,,,,,,,Microsoft 365,AWS,AWS,,,,No redirect,Microsoft 365,True,Microsoft 365 detected in both MX and SPF.,AWS,False,,AWS,False,
Sjúkrahúsið á Akureyri,Akureyri Hospital,Heilbrigðisráðuneytið,Ministry of Health,https://www.sak.is/,sak.is,https://island.is:443/s/sak,island.is,1,301,sak-is.mail.protection.outlook.com,v=spf1 ip4:130.208.218.0/24 include:spf.hysing.is include:_spf.email.stefna.is include:spf.protection.outlook.com -all,8075.0,Microsoft Corporation,US,8075.0,Microsoft Corporation,US,dvalinn.rhnet.is; ns1.stefna.is; ns2.stefna.is; ns3.stefna.is,15474,Rannsokna- og haskolanet Islands hf.,IS,34.251.144.192; 54.77.239.177; 63.32.127.239,16509,Amazon Data Services Ireland Limited,US,island-is.mail.protection.outlook.com,v=spf1 ip4:128.140.233.10/32 include:spf.hysing.is include:spf.protection.outlook.com include:amazonses.com include:servers.mcsv.net include:spf.mandrillapp.com include:mail.zendesk.com include:stspg-customer.com ~all,8075.0,Microsoft Corporation,US,8075.0,Microsoft Corporation,US,ns-1125.awsdns-12.org; ns-2038.awsdns-62.co.uk; ns-318.awsdns-39.com; ns-640.awsdns-16.net,16509.0,Amazon Data Services Northern Virginia,US,54.230.114.110; 54.230.114.125; 54.230.114.40; 54.230.114.93,16509.0,"Amazon.com, Inc.",US,Microsoft 365,Local (.is),AWS,Microsoft 365,AWS,AWS,Internal .is redirect,Microsoft 365,True,Microsoft 365 detected in both MX and SPF.,AWS,True,"Original domain used Local (.is), but redirect target uses AWS.",AWS,True,AWS is used on both domains.
Embætti landlæknis,Directorate of Health,Heilbrigðisráðuneytið,Ministry of Health,http://www.landlaeknir.is,landlaeknir.is,https://island.is:443/s/landlaeknir,island.is,1,301,spamvorn.internet.is,v=spf1 include:_spf.landlaeknir.is include:spf.protection.outlook.com ip4:80.248.29.165 ip4:80.248.29.142 -all,12969.0,VFIS-NET-MNT,IS,8075.0,Microsoft Corporation,US,ns0.vist.is; ns1.vist.is; ns2.vist.is,43892,BASIS-MNT,IS,34.251.144.192; 54.77.239.177; 63.32.127.239,16509,Amazon Data Services Ireland Limited,US,island-is.mail.protection.outlook.com,v=spf1 ip4:128.140.233.10/32 include:spf.hysing.is include:spf.protection.outlook.com include:amazonses.com include:servers.mcsv.net include:spf.mandrillapp.com include:mail.zendesk.com include:stspg-customer.com ~all,8075.0,Microsoft Corporation,US,8075.0,Microsoft Corporation,US,ns-1125.awsdns-12.org; ns-2038.awsdns-62.co.uk; ns-318.awsdns-39.com; ns-640.awsdns-16.net,16509.0,Amazon Data Services Northern Virginia,US,54.230.114.110; 54.230.114.125; 54.230.114.40; 54.230.114.93,16509.0,"Amazon.com, Inc.",US,Microsoft 365,Local (.is),AWS,Microsoft 365,AWS,AWS,Internal .is redirect,Microsoft 365,True,SPF includes Microsoft 365 for sending. MX points elsewhere.,AWS,True,"Original domain used Local (.is), but redirect target uses AWS.",AWS,True,AWS is used on both domains.
Náttúruhamfaratrygging Íslands,Natural Catastrophe Insurance of Iceland,Fjármála- og efnahagsráðuneytið,Ministry of Finance and Economic Affairs,https://nti.is/,nti.is,https://island.is:443/s/nti,island.is,4,301; 301; 308; 307,nti-is.mail.protection.outlook.com,v=spf1 ip4:185.219.149.91 ip4:93.95.74.6 ip4:93.95.78.22 ip4:185.219.149.92 include:spf.protection.outlook.com -all,8075.0,Microsoft Corporation,US,8075.0,Microsoft Corporation,US,dell.netvistun.is; dell2.netvistun.is,60690,NHNET-MNT,IS,51.104.28.72,8075,MICROSOFT-MAINT,GB,island-is.mail.protection.outlook.com,v=spf1 ip4:128.140.233.10/32 include:spf.hysing.is include:spf.protection.outlook.com include:amazonses.com include:servers.mcsv.net include:spf.mandrillapp.com include:mail.zendesk.com include:stspg-customer.com ~all,8075.0,Microsoft Corporation,US,8075.0,Microsoft Corporation,US,ns-1125.awsdns-12.org; ns-2038.awsdns-62.co.uk; ns-318.awsdns-39.com; ns-640.awsdns-16.net,16509.0,Amazon Data Services Northern Virginia,US,54.230.114.110; 54.230.114.125; 54.230.114.40; 54.230.114.93,16509.0,"Amazon.com, Inc.",US,Microsoft 365,Local (.is),Azure,Microsoft 365,AWS,AWS,Internal .is redirect,Microsoft 365,True,Microsoft 365 detected in both MX and SPF.,AWS,True,"Original domain used Local (.is), but redirect target uses AWS.",AWS,True,"Original domain used Azure, but redirect target uses AWS."
Landskjörstjórn,,Dómsmálaráðuneytið,,http://www.landskjor.is/,landskjor.is,https://island.is/s/landskjorstjorn,island.is,1,302,,,,,,,,,forwarding00.isnic.is; forwarding01.isnic.is,1850,ISNIC-MNT,IS,185.93.156.157; 193.4.58.98,1850,ISNIC-MNT,IS,island-is.mail.protection.outlook.com,v=spf1 ip4:128.140.233.10/32 include:spf.hysing.is include:spf.protection.outlook.com include:amazonses.com include:servers.mcsv.net include:spf.mandrillapp.com include:mail.zendesk.com include:stspg-customer.com ~all,8075.0,Microsoft Corporation,US,8075.0,Microsoft Corporation,US,ns-1125.awsdns-12.org; ns-2038.awsdns-62.co.uk; ns-318.awsdns-39.com; ns-640.awsdns-16.net,16509.0,Amazon Data Services Northern Virginia,US,54.230.114.110; 54.230.114.125; 54.230.114.40; 54.230.114.93,16509.0,"Amazon.com, Inc.",US,Unknown,Local (.is),Local (.is),Microsoft 365,AWS,AWS,Internal .is redirect,Unknown,False,,AWS,True,"Original domain used Local (.is), but redirect target uses AWS.",AWS,True,"Original domain used Local (.is), but redirect target uses AWS."
Ríkissaksóknari,Director of Public Prosecution,Dómsmálaráðuneytið,Ministry of Justice,https://www.rikissaksoknari.is/,rikissaksoknari.is,https://island.is:443/s/rikissaksoknari,island.is,3,301; 308; 307,,,,,,,,,ns1.hugsmidjan.is; ns2.hugsmidjan.is; ns3.hugsmidjan.is,16509,Amazon Data Services Ireland Limited,US,34.251.144.192; 54.77.239.177; 63.32.127.239,16509,Amazon Data Services Ireland Limited,US,island-is.mail.protection.outlook.com,v=spf1 ip4:128.140.233.10/32 include:spf.hysing.is include:spf.protection.outlook.com include:amazonses.com include:servers.mcsv.net include:spf.mandrillapp.com include:mail.zendesk.com include:stspg-customer.com ~all,8075.0,Microsoft Corporation,US,8075.0,Microsoft Corporation,US,ns-1125.awsdns-12.org; ns-2038.awsdns-62.co.uk; ns-318.awsdns-39.com; ns-640.awsdns-16.net,16509.0,Amazon Data Services Northern Virginia,US,54.230.114.110; 54.230.114.125; 54.230.114.40; 54.230.114.93,16509.0,"Amazon.com, Inc.",US,Unknown,AWS,AWS,Microsoft 365,AWS,AWS,Internal .is redirect,Unknown,False,,AWS,True,AWS is used on both domains.,AWS,True,AWS is used on both domains.
Gæða- og eftirlitsstofnun velferðarmála,Quality and Supervisory Authority for Welfare,Félags- og húsnæðismálaráðuneyti,Ministry of Social Affairs and Housing,https://gev.is,gev.is,https://island.is:443/s/gev,island.is,3,301; 308; 307,gev-is.mail.protection.outlook.com,v=spf1 include:spf.protection.outlook.com include:_spf.thekking.is include:_spf.gopro.net -all,8075.0,Microsoft Corporation,US,8075.0,Microsoft Corporation,US,dns3.midja.is; dns4.midja.is,59396,TRShostmaster,IS,34.251.144.192; 54.77.239.177; 63.32.127.239,16509,Amazon Data Services Ireland Limited,US,island-is.mail.protection.outlook.com,v=spf1 ip4:128.140.233.10/32 include:spf.hysing.is include:spf.protection.outlook.com include:amazonses.com include:servers.mcsv.net include:spf.mandrillapp.com include:mail.zendesk.com include:stspg-customer.com ~all,8075.0,Microsoft Corporation,US,8075.0,Microsoft Corporation,US,ns-1125.awsdns-12.org; ns-2038.awsdns-62.co.uk; ns-318.awsdns-39.com; ns-640.awsdns-16.net,16509.0,Amazon Data Services Northern Virginia,US,54.230.114.110; 54.230.114.125; 54.230.114.40; 54.230.114.93,16509.0,"Amazon.com, Inc.",US,Microsoft 365,Local (.is),AWS,Microsoft 365,AWS,AWS,Internal .is redirect,Microsoft 365,True,Microsoft 365 detected in both MX and SPF.,AWS,True,"Original domain used Local (.is), but redirect target uses AWS.",AWS,True,AWS is used on both domains.
Geislavarnir ríkisins,Icelandic Radiation Safety Authoroty,Heilbrigðisráðuneytið,Ministry of Health,https://gr.is/,gr.is,https://island.is:443/s/geislavarnir-rikisins,island.is,3,301; 308; 307,gr-is.mail.protection.outlook.com,v=spf1 include:spf.protection.outlook.com -all,8075.0,Microsoft Corporation,US,8075.0,Microsoft Corporation,US,ns0.1984.is; ns1.1984.is; ns2.1984.is,20473,"Vultr Holdings, LLC",US,34.251.144.192; 54.77.239.177; 63.32.127.239,16509,Amazon Data Services Ireland Limited,US,island-is.mail.protection.outlook.com,v=spf1 ip4:128.140.233.10/32 include:spf.hysing.is include:spf.protection.outlook.com include:amazonses.com include:servers.mcsv.net include:spf.mandrillapp.com include:mail.zendesk.com include:stspg-customer.com ~all,8075.0,Microsoft Corporation,US,8075.0,Microsoft Corporation,US,ns-1125.awsdns-12.org; ns-2038.awsdns-62.co.uk; ns-318.awsdns-39.com; ns-640.awsdns-16.net,16509.0,Amazon Data Services Northern Virginia,US,54.230.114.110; 54.230.114.125; 54.230.114.40; 54.230.114.93,16509.0,"Amazon.com, Inc.",US,Microsoft 365,Other US,AWS,Microsoft 365,AWS,AWS,Internal .is redirect,Microsoft 365,True,Microsoft 365 detected in both MX and SPF.,AWS,True,"Original domain used Other US, but redirect target uses AWS.",AWS,True,AWS is used on both domains.
Heilbrigðisstofnun Norðurlands,The Health Care Institution of North Iceland,Heilbrigðisráðuneytið,Ministry of Health,https://island.is/s/hsn,island.is,,,0,,island-is.mail.protection.outlook.com,v=spf1 ip4:128.140.233.10/32 include:spf.hysing.is include:spf.protection.outlook.com include:amazonses.com include:servers.mcsv.net include:spf.mandrillapp.com include:mail.zendesk.com include:stspg-customer.com ~all,8075.0,Microsoft Corporation,US,8075.0,Microsoft Corporation,US,ns-1125.awsdns-12.org; ns-2038.awsdns-62.co.uk; ns-318.awsdns-39.com; ns-640.awsdns-16.net,16509,Amazon Data Services Northern Virginia,US,54.230.114.110; 54.230.114.125; 54.230.114.40; 54.230.114.93,16509,"Amazon.com, Inc.",US,,,,,,,,,,,,,,,,,Microsoft 365,AWS,AWS,,,,No redirect,Microsoft 365,True,Microsoft 365 detected in both MX and SPF.,AWS,False,,AWS,False,
Heilbrigðisstofnun Suðurlands,The Health Care Institution of South Iceland,Heilbrigðisráðuneytið,Ministry of Health,https://www.hsu.is/,hsu.is,https://island.is:443/s/hsu,island.is,1,301,hsu-is.mail.protection.outlook.com,v=spf1 a:mx4.midja.is include:spf.protection.outlook.com -all,8075.0,Microsoft Corporation,US,8075.0,Microsoft Corporation,US,ns1.okhysing.is; ns2.okhysing.is,48685,MNT-OK,IS,178.248.20.132,60690,NHNET-MNT,IS,island-is.mail.protection.outlook.com,v=spf1 ip4:128.140.233.10/32 include:spf.hysing.is include:spf.protection.outlook.com include:amazonses.com include:servers.mcsv.net include:spf.mandrillapp.com include:mail.zendesk.com include:stspg-customer.com ~all,8075.0,Microsoft Corporation,US,8075.0,Microsoft Corporation,US,ns-1125.awsdns-12.org; ns-2038.awsdns-62.co.uk; ns-318.awsdns-39.com; ns-640.awsdns-16.net,16509.0,Amazon Data Services Northern Virginia,US,54.230.114.110; 54.230.114.125; 54.230.114.40; 54.230.114.93,16509.0,"Amazon.com, Inc.",US,Microsoft 365,Local (.is),Local (.is),Microsoft 365,AWS,AWS,Internal .is redirect,Microsoft 365,True,Microsoft 365 detected in both MX and SPF.,AWS,True,"Original domain used Local (.is), but redirect target uses AWS.",AWS,True,"Original domain used Local (.is), but redirect target uses AWS."
Ríkislögmaður,Office of the Attorney General (Civil affairs),Forsætisráðuneytið,Prime Minister's Office,https://www.rikislogmadur.is/,rikislogmadur.is,https://island.is:443/s/rikislogmadur,island.is,1,301,funi.stjr.is; neisti.stjr.is,v=spf1 mx include:spf.protection.outlook.com -all,206010.0,is-rfs-1-mnt,IS,8075.0,Microsoft Corporation,US,adel.ns.cloudflare.com; wesley.ns.cloudflare.com,13335,"Cloudflare, Inc.",US,34.251.144.192; 54.77.239.177; 63.32.127.239,16509,Amazon Data Services Ireland Limited,US,island-is.mail.protection.outlook.com,v=spf1 ip4:128.140.233.10/32 include:spf.hysing.is include:spf.protection.outlook.com include:amazonses.com include:servers.mcsv.net include:spf.mandrillapp.com include:mail.zendesk.com include:stspg-customer.com ~all,8075.0,Microsoft Corporation,US,8075.0,Microsoft Corporation,US,ns-1125.awsdns-12.org; ns-2038.awsdns-62.co.uk; ns-318.awsdns-39.com; ns-640.awsdns-16.net,16509.0,Amazon Data Services Northern Virginia,US,54.230.114.110; 54.230.114.125; 54.230.114.40; 54.230.114.93,16509.0,"Amazon.com, Inc.",US,Microsoft 365,Cloudflare,AWS,Microsoft 365,AWS,AWS,Internal .is redirect,Microsoft 365,True,SPF includes Microsoft 365 for sending. MX points elsewhere.,AWS,True,"Original domain used Cloudflare, but redirect target uses AWS.",AWS,True,AWS is used on both domains.
Vísindasiðanefnd,The National Bioethics Committee,Heilbrigðisráðuneytið,Ministry of Health,http://www.vsn.is/,vsn.is,https://island.is:443/s/visindasidanefnd,island.is,3,301; 308; 307,funi.stjr.is; neisti.stjr.is,v=spf1 mx include:spf.protection.outlook.com -all,206010.0,is-rfs-1-mnt,IS,8075.0,Microsoft Corporation,US,adel.ns.cloudflare.com; wesley.ns.cloudflare.com,13335,"Cloudflare, Inc.",US,34.251.144.192; 54.77.239.177; 63.32.127.239,16509,Amazon Data Services Ireland Limited,US,island-is.mail.protection.outlook.com,v=spf1 ip4:128.140.233.10/32 include:spf.hysing.is include:spf.protection.outlook.com include:amazonses.com include:servers.mcsv.net include:spf.mandrillapp.com include:mail.zendesk.com include:stspg-customer.com ~all,8075.0,Microsoft Corporation,US,8075.0,Microsoft Corporation,US,ns-1125.awsdns-12.org; ns-2038.awsdns-62.co.uk; ns-318.awsdns-39.com; ns-640.awsdns-16.net,16509.0,Amazon Data Services Northern Virginia,US,54.230.114.110; 54.230.114.125; 54.230.114.40; 54.230.114.93,16509.0,"Amazon.com, Inc.",US,Microsoft 365,Cloudflare,AWS,Microsoft 365,AWS,AWS,Internal .is redirect,Microsoft 365,True,SPF includes Microsoft 365 for sending. MX points elsewhere.,AWS,True,"Original domain used Cloudflare, but redirect target uses AWS.",AWS,True,AWS is used on both domains.
Reykjavíkurborg,Reykjavikurborg,Sveitarfélög,Municipalities,https://reykjavik.is/,reykjavik.is,,,0,,reykjavik-is.mail.protection.outlook.com,v=spf1 mx ip4:82.112.64.0/19 include:spf.hysing.is ip4:217.28.176.107 ip4:80.248.30.97 ip4:217.171.209.2 include:_spf.atlassian.net include:spf.mandrillapp.com include:_spf.qualtrics.com include:spf.protection.outlook.com include:_spf.mailersend.net -all,8075.0,Microsoft Corporation,US,8075.0,Microsoft Corporation,US,ns-1.reykjavik.is; ns-2.reykjavik.is,31236,Reykjavik City Hall,IS,20.31.19.172,8075,Microsoft Corporation,US,,,,,,,,,,,,,,,,,Microsoft 365,Local (.is),Azure,,,,No redirect,Microsoft 365,True,Microsoft 365 detected in both MX and SPF.,Local (.is),False,,Azure,False,
Kvennaskólinn í Reykjavík,Kvennaskólinn í Reykjavík - Upper-Secondary School,Mennta- og barnamálaráðuneytið,Ministry of Education and Children,https://www.kvenno.is/,kvenno.is,,,0,,kvenno-is.mail.protection.outlook.com,v=spf1 include:spf.protection.outlook.com include:spf.inna.is include:smtp.thekking.is include:_spf.gopro.net -all,8075.0,Microsoft Corporation,US,8075.0,Microsoft Corporation,US,a.hysing.is; b.hysing.is; c.hysing.is,44515,MNT-ADVANIA,IS,52.19.46.82,16509,Amazon Data Services Ireland Limited,US,,,,,,,,,,,,,,,,,Microsoft 365,Local (.is),AWS,,,,No redirect,Microsoft 365,True,Microsoft 365 detected in both MX and SPF.,Local (.is),False,,AWS,False,
Kópavogsbær,Kópavogsbær,Sveitarfélög,Municipalities,https://www.kopavogur.is/,kopavogur.is,,,0,,spamvorn.internet.is,v=spf1  ip4:194.31.61.25 ip4:213.176.128.0/24 ip4:193.4.194.0/24 include:_spf.email.stefna.is include:spf.protection.outlook.com include:spf.vala.is include:spf-eu.exlibrisgroup.com include:spf-eu.emailsignatures365.com -all,12969.0,VFIS-NET-MNT,IS,8075.0,Microsoft Corporation,US,cloe.ns.cloudflare.com; yahir.ns.cloudflare.com,13335,"Cloudflare, Inc.",US,52.49.138.181,16509,Amazon Data Services Ireland Limited,US,,,,,,,,,,,,,,,,,Microsoft 365,Cloudflare,AWS,,,,No redirect,Microsoft 365,True,SPF includes Microsoft 365 for sending. MX points elsewhere.,Cloudflare,False,,AWS,False,
Kjósarhreppur,Kjósarhreppur,Sveitarfélög,Municipalities,https://www.kjos.is/,kjos.is,,,0,,kjos-is.mail.protection.outlook.com,v=spf1 ip4:213.167.155.138 include:spf.protection.outlook.com include:_spf.email.stefna.is -all,8075.0,Microsoft Corporation,US,8075.0,Microsoft Corporation,US,ns1.thekking.is; ns2.thekking.is,12969,VFIS-NET-MNT,IS,52.19.46.82,16509,Amazon Data Services Ireland Limited,US,,,,,,,,,,,,,,,,,Microsoft 365,Local (.is),AWS,,,,No redirect,Microsoft 365,True,Microsoft 365 detected in both MX and SPF.,Local (.is),False,,AWS,False,
Íslenskar orkurannsóknir,Iceland GeoSurvey,"Umhverfis-, orku- og loftslagsráðuneytið","Ministry of the Environment, Energy and Climate",https://www.isor.is/,isor.is,,,1,301,isor-is.mail.protection.outlook.com,v=spf1 mx a:mx-out.isor.is include:spf.protection.outlook.com -all,8075.0,Microsoft Corporation,US,8075.0,Microsoft Corporation,US,jaime.ns.cloudflare.com; paityn.ns.cloudflare.com,13335,"Cloudflare, Inc.",US,104.21.94.14; 172.67.218.55,13335,"Cloudflare, Inc.",US,,,,,,,,,,,,,,,,,Microsoft 365,Cloudflare,Cloudflare,,,,No redirect,Microsoft 365,True,Microsoft 365 detected in both MX and SPF.,Cloudflare,False,,Cloudflare,False,
Ísafjarðarbær,Ísafjarðarbær,Sveitarfélög,Municipalities,https://www.isafjordur.is/is,isafjordur.is,,,0,,isafjordur-is.mail.protection.outlook.com,v=spf1 include:spf.protection.outlook.com include:_spf.kjarni.is include:spf-eu.exlibrisgroup.com include:_spf.email.stefna.is ip4:193.109.24.0/24 ip4:213.176.128.0/24 ip4:157.157.9.0/24 ~all,8075.0,Microsoft Corporation,US,8075.0,Microsoft Corporation,US,a.hysing.is; b.hysing.is; c.hysing.is,44515,MNT-ADVANIA,IS,52.49.138.181,16509,Amazon Data Services Ireland Limited,US,,,,,,,,,,,,,,,,,Microsoft 365,Local (.is),AWS,,,,No redirect,Microsoft 365,True,Microsoft 365 detected in both MX and SPF.,Local (.is),False,,AWS,False,
Innviðaráðuneytið,Ministry of Infrastructure,Innviðaráðuneytið,Ministry of Infrastructure,https://www.stjornarradid.is/raduneyti/innvidaraduneytid/,stjornarradid.is,,,0,,funi.stjr.is; neisti.stjr.is,v=spf1 mx include:spf.protection.outlook.com -all,206010.0,is-rfs-1-mnt,IS,8075.0,Microsoft Corporation,US,adel.ns.cloudflare.com; wesley.ns.cloudflare.com,13335,"Cloudflare, Inc.",US,8.47.69.2; 8.6.112.2,13335,"Cloudflare, Inc.",US,,,,,,,,,,,,,,,,,Microsoft 365,Cloudflare,Cloudflare,,,,No redirect,Microsoft 365,True,SPF includes Microsoft 365 for sending. MX points elsewhere.,Cloudflare,False,,Cloudflare,False,
Sýslumaðurinn í Vestmannaeyjum,District Commissioner of Westman Islands,Dómsmálaráðuneytið,Ministry of Justice,https://island.is/s/syslumenn/vestmannaeyjar,island.is,,,0,,island-is.mail.protection.outlook.com,v=spf1 ip4:128.140.233.10/32 include:spf.hysing.is include:spf.protection.outlook.com include:amazonses.com include:servers.mcsv.net include:spf.mandrillapp.com include:mail.zendesk.com include:stspg-customer.com ~all,8075.0,Microsoft Corporation,US,8075.0,Microsoft Corporation,US,ns-1125.awsdns-12.org; ns-2038.awsdns-62.co.uk; ns-318.awsdns-39.com; ns-640.awsdns-16.net,16509,Amazon Data Services Northern Virginia,US,54.230.114.110; 54.230.114.125; 54.230.114.40; 54.230.114.93,16509,"Amazon.com, Inc.",US,,,,,,,,,,,,,,,,,Microsoft 365,AWS,AWS,,,,No redirect,Microsoft 365,True,Microsoft 365 detected in both MX and SPF.,AWS,False,,AWS,False,
Sýslumaðurinn á Vestfjörðum,District Commissioner of West Fjords Iceland,Dómsmálaráðuneytið,Ministry of Justice,https://island.is/s/syslumenn/vestfirdir,island.is,,,0,,island-is.mail.protection.outlook.com,v=spf1 ip4:128.140.233.10/32 include:spf.hysing.is include:spf.protection.outlook.com include:amazonses.com include:servers.mcsv.net include:spf.mandrillapp.com include:mail.zendesk.com include:stspg-customer.com ~all,8075.0,Microsoft Corporation,US,8075.0,Microsoft Corporation,US,ns-1125.awsdns-12.org; ns-2038.awsdns-62.co.uk; ns-318.awsdns-39.com; ns-640.awsdns-16.net,16509,Amazon Data Services Northern Virginia,US,54.230.114.110; 54.230.114.125; 54.230.114.40; 54.230.114.93,16509,"Amazon.com, Inc.",US,,,,,,,,,,,,,,,,,Microsoft 365,AWS,AWS,,,,No redirect,Microsoft 365,True,Microsoft 365 detected in both MX and SPF.,AWS,False,,AWS,False,
Sýslumaðurinn á Suðurnesjum,District Commissioner of Suðurnes District,Dómsmálaráðuneytið,Ministry of Justice,https://island.is/s/syslumenn/sudurnes,island.is,,,0,,island-is.mail.protection.outlook.com,v=spf1 ip4:128.140.233.10/32 include:spf.hysing.is include:spf.protection.outlook.com include:amazonses.com include:servers.mcsv.net include:spf.mandrillapp.com include:mail.zendesk.com include:stspg-customer.com ~all,8075.0,Microsoft Corporation,US,8075.0,Microsoft Corporation,US,ns-1125.awsdns-12.org; ns-2038.awsdns-62.co.uk; ns-318.awsdns-39.com; ns-640.awsdns-16.net,16509,Amazon Data Services Northern Virginia,US,54.230.114.110; 54.230.114.125; 54.230.114.40; 54.230.114.93,16509,"Amazon.com, Inc.",US,,,,,,,,,,,,,,,,,Microsoft 365,AWS,AWS,,,,No redirect,Microsoft 365,True,Microsoft 365 detected in both MX and SPF.,AWS,False,,AWS,False,
Sýslumaðurinn á Suðurlandi,District Commissioner of South Iceland,Dómsmálaráðuneytið,Ministry of Justice,https://island.is/s/syslumenn/sudurland,island.is,,,0,,island-is.mail.protection.outlook.com,v=spf1 ip4:128.140.233.10/32 include:spf.hysing.is include:spf.protection.outlook.com include:amazonses.com include:servers.mcsv.net include:spf.mandrillapp.com include:mail.zendesk.com include:stspg-customer.com ~all,8075.0,Microsoft Corporation,US,8075.0,Microsoft Corporation,US,ns-1125.awsdns-12.org; ns-2038.awsdns-62.co.uk; ns-318.awsdns-39.com; ns-640.awsdns-16.net,16509,Amazon Data Services Northern Virginia,US,54.230.114.110; 54.230.114.125; 54.230.114.40; 54.230.114.93,16509,"Amazon.com, Inc.",US,,,,,,,,,,,,,,,,,Microsoft 365,AWS,AWS,,,,No redirect,Microsoft 365,True,Microsoft 365 detected in both MX and SPF.,AWS,False,,AWS,False,
Sýslumaðurinn á Norðurlandi vestra,District Commissioner of North West Iceland,Dómsmálaráðuneytið,Ministry of Justice,https://island.is/s/syslumenn/nordurland-vestra,island.is,,,0,,island-is.mail.protection.outlook.com,v=spf1 ip4:128.140.233.10/32 include:spf.hysing.is include:spf.protection.outlook.com include:amazonses.com include:servers.mcsv.net include:spf.mandrillapp.com include:mail.zendesk.com include:stspg-customer.com ~all,8075.0,Microsoft Corporation,US,8075.0,Microsoft Corporation,US,ns-1125.awsdns-12.org; ns-2038.awsdns-62.co.uk; ns-318.awsdns-39.com; ns-640.awsdns-16.net,16509,Amazon Data Services Northern Virginia,US,54.230.114.110; 54.230.114.125; 54.230.114.40; 54.230.114.93,16509,"Amazon.com, Inc.",US,,,,,,,,,,,,,,,,,Microsoft 365,AWS,AWS,,,,No redirect,Microsoft 365,True,Microsoft 365 detected in both MX and SPF.,AWS,False,,AWS,False,
Sýslumaðurinn á Norðurlandi eystra,District Commissioner of Northeast Iceland,Dómsmálaráðuneytið,Ministry of Justice,https://island.is/s/syslumenn/nordurland-eystra,island.is,,,0,,island-is.mail.protection.outlook.com,v=spf1 ip4:128.140.233.10/32 include:spf.hysing.is include:spf.protection.outlook.com include:amazonses.com include:servers.mcsv.net include:spf.mandrillapp.com include:mail.zendesk.com include:stspg-customer.com ~all,8075.0,Microsoft Corporation,US,8075.0,Microsoft Corporation,US,ns-1125.awsdns-12.org; ns-2038.awsdns-62.co.uk; ns-318.awsdns-39.com; ns-640.awsdns-16.net,16509,Amazon Data Services Northern Virginia,US,54.230.114.110; 54.230.114.125; 54.230.114.40; 54.230.114.93,16509,"Amazon.com, Inc.",US,,,,,,,,,,,,,,,,,Microsoft 365,AWS,AWS,,,,No redirect,Microsoft 365,True,Microsoft 365 detected in both MX and SPF.,AWS,False,,AWS,False,
